LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700096F	1	AileensGen_AileenIdles_0000096F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000096F_1.xwm	File Not Found				Skyrim has made me suspicious of ordinary bushes. Every shape looks like a ruin, or a problem.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700096E	1	AileensGen_AileenIdles_0000096E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000096E_1.xwm	File Not Found				There is an awful lot of abandoned buildings out here. Back home this would have been fenced off or something.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000970	1	AileensGen_AileenIdles_00000970_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000970_1.xwm	File Not Found				The roads are pretty peaceful until someone or something tries to kill you.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000972	1	AileensGen_AileenIdles_00000972_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000972_1.xwm	File Not Found				It's beautiful here, but it also doesn't feel harmless.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000971	1	AileensGen_AileenIdles_00000971_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000971_1.xwm	File Not Found				Even silence can feel alive out here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000973	1	AileensGen_AileenIdles_00000973_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000973_1.xwm	File Not Found				I'm beginning to understand why everyone here has some sort of weapon on them now.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000978	1	AileensGen_AileenIdles_00000978_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000978_1.xwm	File Not Found				Some places here feel like no-one has visited them in who knows how many years.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000974	1	AileensGen_AileenIdles_00000974_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000974_1.xwm	File Not Found				There really should be obvious warning signs outside some of these places.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000975	1	AileensGen_AileenIdles_00000975_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000975_1.xwm	File Not Found				There's not many signs, so I hope you know where we're going off to.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000977	1	AileensGen_AileenIdles_00000977_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000977_1.xwm	File Not Found				I've been slowly improving at travelling. Navigating, less so though.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000979	1	AileensGen_AileenIdles_00000979_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000979_1.xwm	File Not Found				The wilds here aren't so much as cruel, as they are indifferent.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000976	1	AileensGen_AileenIdles_00000976_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000976_1.xwm	File Not Found				It's easier to feel the wind when there's little, if any structures around.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700097A	1	AileensGen_AileenIdles_0000097A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000097A_1.xwm	File Not Found				I wonder how many have travelled this same path before...	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700097B	1	AileensGen_AileenIdles_0000097B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000097B_1.xwm	File Not Found				I've found myself having plenty of room to think out here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700097C	1	AileensGen_AileenIdles_0000097C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000097C_1.xwm	File Not Found				I'm beginning to appreciate travelling with someone who knows how to defend themselves out here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700097D	1	AileensGen_AileenIdles_0000097D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000097D_1.xwm	File Not Found				My feet are becoming much less enthusiastic about travelling.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700097E	1	AileensGen_AileenIdles_0000097E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000097E_1.xwm	File Not Found				It's hard to not feel exposed and vulnerable out here sometimes.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700097F	1	AileensGen_AileenIdles_0000097F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000097F_1.xwm	File Not Found				Open air here feels different in my wings.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000980	1	AileensGen_AileenIdles_00000980_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000980_1.xwm	File Not Found				Animals here seem to be way too familiar with roads. But, I suppose we're also in their teritorry too.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000981	1	AileensGen_AileenIdles_00000981_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000981_1.xwm	File Not Found				I didn't realize how noisy civilization was until I came here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000985	1	AileensGen_AileenIdles_00000985_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000985_1.xwm	File Not Found				The paths here seem to expect that you already know where you're going.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000986	1	AileensGen_AileenIdles_00000986_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000986_1.xwm	File Not Found				I'm used to getting lost being an inconvenience rather than actually dangerous.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700098C	1	AileensGen_AileenIdles_0000098C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000098C_1.xwm	File Not Found				Some of the creatures here would be adorable when seen from afar, or through a glass wall.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000987	1	AileensGen_AileenIdles_00000987_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000987_1.xwm	File Not Found				I used to think wilderness was somewhere you visited for a few hours. Here towns and cities feel like small islands in it.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700098B	1	AileensGen_AileenIdles_0000098B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000098B_1.xwm	File Not Found				Once you recognize it, a small path starts to feel slightly comforting.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700098A	1	AileensGen_AileenIdles_0000098A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000098A_1.xwm	File Not Found				I'm still getting used to days being controlled by daylight and distance.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000989	1	AileensGen_AileenIdles_00000989_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000989_1.xwm	File Not Found				You know, I think some small part of me enjoys having nowhere urgent to be.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000988	1	AileensGen_AileenIdles_00000988_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000988_1.xwm	File Not Found				Out here, I'm finding that curiosity and caution hardly ever agree.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000984	1	AileensGen_AileenIdles_00000984_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000984_1.xwm	File Not Found				I'm glad you don't treat me like something dangerous.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000982	1	AileensGen_AileenIdles_00000982_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000982_1.xwm	File Not Found				Hopefully there's chairs where we're going.	Neutral 50			
FFFFFFFF	--	AileenSamson	GetIsID == 1	AlicornRace	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000983	1	AileensGen_AileenIdles_00000983_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000983_1.xwm	File Not Found				---------- General cave comments ----------	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700098D	1	AileensGen_AileenIdles_0000098D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000098D_1.xwm	File Not Found				Open flames feel questionable when surrounded by rock and stone.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000991	1	AileensGen_AileenIdles_00000991_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000991_1.xwm	File Not Found				I would rather not discover how dark this gets without a light.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000990	1	AileensGen_AileenIdles_00000990_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000990_1.xwm	File Not Found				I keep thinking distant dripping water might be footsteps.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700098F	1	AileensGen_AileenIdles_0000098F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000098F_1.xwm	File Not Found				The echoes make it hard to tell if we're actually alone or not.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000992	1	AileensGen_AileenIdles_00000992_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000992_1.xwm	File Not Found				Please tell me you remember the way back.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700098E	1	AileensGen_AileenIdles_0000098E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000098E_1.xwm	File Not Found				The deeper in we go, the less I like not knowing where the exit is.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000993	1	AileensGen_AileenIdles_00000993_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000993_1.xwm	File Not Found				Fewer unexplained noises would be nice.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009A4	1	AileensGen_AileenIdles_000009A4_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009A4_1.xwm	File Not Found				I've lost count as to how many turns we've taken.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000994	1	AileensGen_AileenIdles_00000994_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000994_1.xwm	File Not Found				I've stopped trusting any rock surface that looks level.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009A5	1	AileensGen_AileenIdles_000009A5_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009A5_1.xwm	File Not Found				Wet rock is somehow less pleasant than dry rock.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000995	1	AileensGen_AileenIdles_00000995_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000995_1.xwm	File Not Found				I'm trying not to think about the air quality down here too much.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000996	1	AileensGen_AileenIdles_00000996_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000996_1.xwm	File Not Found				I'm not sure if we're going up, down or the floor's just uneven.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000997	1	AileensGen_AileenIdles_00000997_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000997_1.xwm	File Not Found				I'm going to be picking mud out of my boots for ages now...	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009A0	1	AileensGen_AileenIdles_000009A0_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009A0_1.xwm	File Not Found				I'm glad my wings can fold up rather tightly if needed.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000998	1	AileensGen_AileenIdles_00000998_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000998_1.xwm	File Not Found				There always seems to be something living in these caves.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000999	1	AileensGen_AileenIdles_00000999_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000999_1.xwm	File Not Found				I don't trust things that creak before you've even set foot on them.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009A8	1	AileensGen_AileenIdles_000009A8_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009A8_1.xwm	File Not Found				Distance is surprisingly difficult to judge when in a cave.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009A7	1	AileensGen_AileenIdles_000009A7_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009A7_1.xwm	File Not Found				My eyes aren't adjusting as quickly as I'd like them to.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700099B	1	AileensGen_AileenIdles_0000099B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000099B_1.xwm	File Not Found				I can tolerate caves, but I don't think I'll ever enjoy them.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700099A	1	AileensGen_AileenIdles_0000099A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000099A_1.xwm	File Not Found				I'm not sure if this smell here is natural or not.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009A1	1	AileensGen_AileenIdles_000009A1_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009A1_1.xwm	File Not Found				I know the saying about a roof over your head, but it's less comforting when that roof weight several thousand tons.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009A6	1	AileensGen_AileenIdles_000009A6_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009A6_1.xwm	File Not Found				I really hope there's an opening or clearing up ahead.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700099F	1	AileensGen_AileenIdles_0000099F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000099F_1.xwm	File Not Found				I don't think caves here see safety inspections. Like, at all.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009A9	1	AileensGen_AileenIdles_000009A9_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009A9_1.xwm	File Not Found				Everything looks so different when you just so much as turn around down here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700099E	1	AileensGen_AileenIdles_0000099E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000099E_1.xwm	File Not Found				I don't understand why so many people willingly live in a cave.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700099C	1	AileensGen_AileenIdles_0000099C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000099C_1.xwm	File Not Found				Please try not to vanish around a corner without warning.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700099D	1	AileensGen_AileenIdles_0000099D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000099D_1.xwm	File Not Found				I'll be much happier when I can see the sky again.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009A2	1	AileensGen_AileenIdles_000009A2_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009A2_1.xwm	File Not Found				I really need to watch where I'm going. Twisting an ankle here may be a real bad idea.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009AA	1	AileensGen_AileenIdles_000009AA_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009AA_1.xwm	File Not Found				I mean...it feels stable down here. But that's not the same as knowing it is stable.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009A3	1	AileensGen_AileenIdles_000009A3_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009A3_1.xwm	File Not Found				I swear, caves seem to be designed to make you lose your sense of direction.	Neutral 50			
FFFFFFFF	--	AileenSamson	GetIsID == 1	AlicornRace	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009EA	1	AileensGen_AileenIdles_000009EA_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009EA_1.xwm	File Not Found				---------- Bandit Camp Idles ----------	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009EB	1	AileensGen_AileenIdles_000009EB_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009EB_1.xwm	File Not Found				Looks like they've been living here for quite a while.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009EC	1	AileensGen_AileenIdles_000009EC_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009EC_1.xwm	File Not Found				There are far too many supplies here for this to be just temporary.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009ED	1	AileensGen_AileenIdles_000009ED_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009ED_1.xwm	File Not Found				They seem...surprisingly comitted to interior decorating.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009EE	1	AileensGen_AileenIdles_000009EE_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009EE_1.xwm	File Not Found				Even when it looks quiet, this place feels occupied.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009EF	1	AileensGen_AileenIdles_000009EF_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009EF_1.xwm	File Not Found				There's always at least a fire, a table and several armed strangers.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009F0	1	AileensGen_AileenIdles_000009F0_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009F0_1.xwm	File Not Found				This had to have taken a lot more effort than just some honest, hard work.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009F1	1	AileensGen_AileenIdles_000009F1_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009F1_1.xwm	File Not Found				You know, I don't think they planned on us paying them a visit.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009F2	1	AileensGen_AileenIdles_000009F2_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009F2_1.xwm	File Not Found				If not for the weapons and hostility, this would almost feel domestic.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070009F3	1	AileensGen_AileenIdles_000009F3_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000009F3_1.xwm	File Not Found				I don't understand how this became preferable to living in a town or on a farm.	Neutral 50			
